ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"3197","YousefAlhelou","#Israel",2020-08-31 15:27:55.0,"At a time Israel is proud to have struck a peace deal with UAE yet its fanatic Israeli settlers kill animals owners by PalestiniansAn Israeli settler ranover a herd of sheep last night in southern Hebron killing a large number of sheep and injuring others before fleeing ", "0"
"3198","arabnews","#Israel",2020-08-31 15:27:52.0,"OPINION As much as the early signs can indicate the UAE and Israel are determined to move quickly in establishing bilateral relations on a wide range of issues writesYMekelberg UAEIsrael ", "0"
"3199","CAIRNational","#Israel",2020-08-31 15:27:41.0,"CAIR Islamophobia Watch Document showed a transfer of 40000 to PJTN which has lobbied for laws preventing state agencies from working with groups that support BDSHatemBazian splcenter Islamophobia Islam Islamic Muslims AMPalestine Israel", "0"
"3200","IsraelFrancais","#Israel",2020-08-31 15:27:35.0,"God bless you jaredkushner  you are amazing Thank you so much from Israel  ", "0"
"3201","ADSB_not_ACDC","#Israel",2020-08-31 15:26:59.0,"Two IDF Israeli C130s made a practice approach at Treviso Italy on their way to Nrvenich Germany ", "0"
"3202","ArushaView","#Israel",2020-08-31 15:26:45.0,"AJEnglish A great achievement by Sudanese Indeed UAE is recognized for its peace catalytic role in the world Earlier it was Israel now Sudan", "0"
"3203","Shiurklali","#Israel",2020-08-31 15:26:44.0,"cnnbrk TheLeadCNN DailyCaller benshapiro Will cnnbrk make a single mention of the historic commercial flight today between Israel   UAE  with joint participation of our own US government officials and the two peace partner counterparts Or narrative issues", "0"
"3204","USA_Panorama","#Israel",2020-08-31 15:26:31.0,"THANKYOU realDonaldTrump Blessed are the peace makersIsraelUAEIsrael ", "0"
"3205","JCRCgw","#Israel",2020-08-31 15:26:19.0,"MazelTovUAE formally ends Israel boycott amid USbrokered deal ", "0"
"3206","Rakebb786","#Israel",2020-08-31 15:26:15.0,"Shameful day   Israel and UAE in historic direct flight following peace deal  BBC News  via YouTube", "0"
"3207","aljunobi","#Israel",2020-08-31 15:26:14.0,"RT BinImad Ever wondered where are the Jews who lived in peace side by side with Muslims for many centuries and were protected along wi", "0"
"3208","esofficial2012","#Israel",2020-08-31 15:26:06.0,"RT dailystarnews Top aides to USPresident Donald Trump and Israeli Prime Minister netanyahu arrived in the UAE on a historic flight fr", "0"
"3209","NewsDinno","#Israel",2020-08-31 15:26:01.0,"The first direct commercial flight from Israel to the UAE ", "0"
"3210","usman342wb","#Israel",2020-08-31 15:26:01.0,"MJALSHRIKA mohammadalawaji alshreka75 India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping", "0"
"3211","usman342wb","#Israel",2020-08-31 15:25:56.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3212","ArushaView","#Israel",2020-08-31 15:25:54.0,"A great achievement by Sudanese Indeed UAE is recognized for its peace catalytic role in the world Earlier it was Israel now Sudan ", "0"
"3213","sdc22554","#Israel",2020-08-31 15:25:53.0,"RT evjone2019 Israel DeplorablAnnJoy AUH Bravo  Thank you Israel UAE POTUS and jaredkushner", "0"
"3214","H4falastin","#Israel",2020-08-31 15:25:49.0,"The Israeli commander testified that the man his partner killed Iyad alHallaq was not resisting and posed no danger in a case that ignited protests against police brutalityHateCrime autism eyadhallaq Israel FreePalestine IsraeliCrimes", "0"
"3215","courajus","#Israel",2020-08-31 15:25:11.0,"RT elderofziyon EoZ Israel News Another day another crazed antisemitic screed out of Jordanian media ", "0"
"3216","letsbefranks","#Israel",2020-08-31 15:25:06.0,"Historic Congrats Another promise made promise kept  Trump2020 Trump2020Landslide Trump2020NowMoreThanEver CNN MSNBC CBS MorningJoe ThisWeek AC360 Israel UAE UAEIsrael DemocratsAreDestroyingAmerica Democrats DemocratsHateAmerica DemocratsHateIsrael ", "0"
"3217","KayhanLife","#Israel",2020-08-31 15:25:04.0,"KayhanLifes TopStories for Monday Aug 31st 2020Visit  Follow KayhanLife on Instagram Facebook LinkedIn Telegram YouTube Twitter  TikTokKayhanLifeNewsLetter Iran Baghdad Iraq UAE Israel Lebanon ", "0"
"3218","ismkTW","#Israel",2020-08-31 15:25:00.0,"wait that video ive seen them somewhere aha it seems their parents are falling over themselves with their sudden love for israel as if they have found their long lost cousin  ", "0"
"3219","KGlafkos","#Israel",2020-08-31 15:24:24.0,"RT Nervana1 A bit rich from a Queen and a Prince who foresaw the signing of the peace treaty between Jordan and Israel   UAEIsrael", "0"
"3220","S3C409","#Israel",2020-08-31 15:24:10.0,"Where Pakistan stands in the dilemma of Israel  AbuDhabi  SaudiArabia Vs Turkey ", "0"
"3221","dailystarnews","#Israel",2020-08-31 15:23:59.0,"Top aides to USPresident Donald Trump and Israeli Prime Minister netanyahu arrived in the UAE on a historic flight from TelAviv on Monday to finalise a pact marking open relations between the Gulf power and Israel ", "0"
"3222","DNy1818","#Israel",2020-08-31 15:23:58.0,"Historic flight from Israel to Abu Dhabi ", "0"
"3223","1stcitizen","#Israel",2020-08-31 15:23:51.0,"MorganOrtagus appeared as a guest during the 1st hour of VarneyCo to discuss the historic introduction of airline service between Israel and the UAE FoxBusiness", "0"
"3224","RNemala","#Israel",2020-08-31 15:23:13.0,"Nasrallah threatens Israel knows the equation of killing a Hezbollah member in Syria I tell the Israeli that if you kill one of our fighters we will kill one of your soldiers  Even a calculated Hezbollah revenge is potently escalatory ", "0"
"3225","ShapiraSmadar","#Israel",2020-08-31 15:23:11.0,"Historical day for Israel and UAE as the first ever direct official flight by ELAL Israeli airline landing in AbuDhabi with a top official delegation We feel blessed for this extraordinary blissful day  PeaceFlight0971 IsraelUAEPeace ", "0"
"3226","BaaghiTV","#Israel",2020-08-31 15:22:55.0,"The Israeli flight lands using the Saudi airspaceBaaghiTV UAE Israel IsraelUAE IsraeliPM", "0"
"3227","MirekMalmur","#Israel",2020-08-31 15:22:51.0,"RT jdfarag Satan has been effective in silencing the church It needs to end Watch the full prophecy update at ", "0"
"3228","all_israel_news","#Israel",2020-08-31 15:22:46.0,"We launch tomorrow All Israel News and allarabnews with joelcrosenberg Stay tuned for exclusive content coming to you from the Epicenter of the world allisraelnews israel middleeast ", "0"
"3229","Nervana_1","#Israel",2020-08-31 15:21:13.0,"A bit rich from a Queen and a Prince who foresaw the signing of the peace treaty between Jordan and Israel   UAEIsrael ", "0"
"3230","sabelargz","#Israel",2020-08-31 15:20:51.0,"RT Khaybari628 This is fantastic to see An iconic moment history being made I hope and pray that more Arab nations also make peace wit", "0"
"3231","PaulSRudd39","#Israel",2020-08-31 15:20:44.0,"The Lord Jesus Christ said Repent for the Kingdom of Heaven is at handIsrael", "0"
"3232","usman342wb","#Israel",2020-08-31 15:20:16.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3233","QUINNMALL0RY","#Israel",2020-08-31 15:20:02.0,"UK police arrest member of supremacist brownshirt antisemitic hate group BDS on terrorism charge  Scotland Edinburgh London Israel Jerusalem", "0"
"3234","FinelBruno","#Israel",2020-08-31 15:19:56.0,"Abolishing boycott law historic decisionThe important decision to abolish the boycott on Israel and Israeli companies is an important step towards normalisation  LiorHaiat Spokesperson for Israel Ministry of Foreign Affairs UAE ", "0"
"3235","yalmaidoor","#Israel",2020-08-31 15:19:25.0,"RT haivri Normalization  peaceful brotherly relations for Israel and Arab states for mutual prosperity and for the future of childre", "0"
"3236","OrenKessler","#Israel",2020-08-31 15:19:10.0,"RT aleeharissi Israel flight to the UAE is flying over Saudi capital Riyadh ", "0"
"3237","PoliticalHub24","#Israel",2020-08-31 15:18:43.0,"US National Security Advisor robertcobrien remarks at Abu Dhabi International Airport following the firstever direct commercial passenger flight from Israel to the United Arab EmiratesAbuDhabi Israel UAE  RobertOBrien UAEIsrael IsraelUAE ivanka", "0"
"3238","danielocarmon","#Israel",2020-08-31 15:18:04.0,"Will never forget President PranabMukherjees visit to Israel2015the ceremony at yadvashem wPresidentRuvi at HebrewU in JerusalemWhen I presented my credentials2014he applauded the increase of our trade from when he was FinanceMinister200million to 5billion ", "0"
"3239","IvanLevingston","#Israel",2020-08-31 15:18:02.0,"RT ZainabFattah An El Al Israel Airlines plane is flying through Saudi Arabian airspace for the first time on its way to UAE ", "0"
"3240","usman342wb","#Israel",2020-08-31 15:17:41.0,"realDonaldTrump India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping", "0"
"3241","BKsCorner","#Israel",2020-08-31 15:17:20.0,"As JaredKushner and an Israeli delegation lands in AbuDhabi an explosion goes off in a KFC thereDoubt this is coincidenceElAl UAE ", "0"
"3242","TinekeSenf","#Israel",2020-08-31 15:17:18.0,"Two separate explosions in the UnitedArabEmirates capital AbuDhabi and tourism hub Dubai caused chaos ahead of firstever direct flight from Israel to the UAE IsraelUAE ", "0"
"3243","MHayehudi","#Israel",2020-08-31 15:17:16.0,"It is easy to find problems with the AbrahamAccords   I certainly want Israel to extend sovereignty to Judea where I live A direct flight between Israel and the UAE sounds like a small thing but in the Middle East symbolism matters", "0"
"3244","usman342wb","#Israel",2020-08-31 15:17:09.0,"India is a terrorist killing of innocent kashmiri peoplesindia is a terroristModi is terrorist Netanyahu is a terrorist Israel is a terrorist killing of innocent phalastein peoplesCNN BBCUNHumanRights are sleeping ", "0"
"3245","MoDuale","#Israel",2020-08-31 15:17:08.0,"RT HornDiplomat BREAKING Israels El Al flight LY971 lands in Abu Dhabi marking the first commercial flight between Israel and the U", "0"
"3246","nachal_giyus86","#Israel",2020-08-31 15:16:56.0,"Jerusalem became the capital of the Jewish people over 3000 years ago Jerusalem Israel ", "0"
"3247","badger_british","#5G",2020-08-31 19:37:51.0,"RT Scifiscreen Jerome Flynn from Game of Thrones speaks out about 5G Its good to see and hear an actor speaking out about the possible", "0"
"3248","Sandy_guo60858","#5G",2020-08-31 19:37:37.0,"RT ConstructechMag Are you keeping up on the trends in construction  IoT sustainability AI 5G cloud edge f", "0"
"3249","RMereneanu","#5G",2020-08-31 19:37:29.0,"RT HaroldSinnott What is the difference between AI MachineLearning and DeepLearning geoworldmedia via DeepLearn007  ", "0"
"3250","Charity72503224","#5G",2020-08-31 19:37:23.0,"Grace29450091 YouTube  in fact trump has some patents on tesla but even he a genius electricuted himselfHe invested into smart weapon do not be decieved by any gov corporationWw3 these yrsBeen too many lives in ten yrsGenerations damaged by radiation from 5g x", "0"
"3251","rg1006","#5G",2020-08-31 19:37:17.0,"RT 5gdrones LearnAbout5GDrones 5GDrones partners conducted 5G flight trials in Aalto and Oulu Finland on 242882020 for collectin", "0"
"3252","Fabriziobustama","#5G",2020-08-31 19:37:11.0,"RT DrJDrooghaag  I invited edwindiender for a slingshot around the moon TWOgether LetsConnect 5G defsta", "0"
"3253","fae_everett247","#5G",2020-08-31 19:37:00.0,"RT ShiCooks The Fusion of 5G IoT and AIBy CEOAISOMA  TY RonaldvanLoon MachineLearning ArtificialIn", "0"
"3254","nancyshemwell","#5G",2020-08-31 19:36:36.0,"RT RobTiffany IoT Coffee Talk  Episode 9 AI for IoT Welcome to IoT Coffee Talk where we have a chat about all things IoT IIoT Digit", "0"
"3255","S_Anucha","#5G",2020-08-31 19:35:39.0,"RT Fabriziobustama Waking up like thisSundayFunday AugmentedReality IoT IIoT 5G MixedReality Tech innovation Cc RickKing16 ", "0"
"3256","DisruptedSupply","#5G",2020-08-31 19:34:58.0,"RT Xbond49 The port of Shanghai  fully automated thanks in particular to 5G AI  RPA systems operating 247 hours Robotics finte", "0"
"3257","BahSerign","#5G",2020-08-31 19:34:32.0,"RT AmitChampaneri1 Currently playing SNES Classic Mini but this is mind blown  Future of Gaming by Sync via FabriziobustamaAug", "0"
"3258","IMSajidHassan","#5G",2020-08-31 19:33:43.0,"RT ericsson Did you know that the cost for not having 5G connectivity could cost an electronics factory US650 million over 5 years", "0"
"3259","rav_twee","#5G",2020-08-31 19:32:48.0,"RT ATTTHANKS Puzzles brain teasers and more   Were giving away 10 Highlights magazine prize packs  Check the ATT THANKS app for", "0"
"3260","domingonarvaez1","#5G",2020-08-31 19:32:41.0,"RT antgrasso With the Internet of Things and Edge computing architectures are shifting again from Centralized to Decentralized or Distri", "0"
"3261","TechnologyNow3","#5G",2020-08-31 19:32:29.0,"Huawei and ZTE Will Be Excluded From Indias 5G Network Construction Plan ", "0"
"3262","Henhousehotshot","#5G",2020-08-31 19:32:04.0,"RT FionaGraham Join me  industry leaders at 5GWORLD tomorrow  part of LDNTechWeek Excited to be chairing opening keynotes from my sp", "0"
"3263","rexstjohn","#5G",2020-08-31 19:30:36.0,"RT digitaldad A taste of the upcoming chat with RobTiffany  on the IOT Unicorn podcast on Sept 7      check out previous episod", "0"
"3264","Manifattura40","#5G",2020-08-31 19:30:27.0,"RT guidaautonoma Bridging The Gap Between Driven And DriverlessCars SelfDrivingCars AI IoT 5G AutonomousV", "0"
"3265","ChoiceIoT","#5G",2020-08-31 19:30:00.0,"Industrial IoT plays a major role in keeping workforces connected with all the machinery and equipment keeping business running smoothly amidst the pandemic ChoiceIoT5G IoT IIoT remotemonitoring smartmanufacturing smartagriculture choiceiot", "0"
